datetime,hour,day,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,HUMIDITY,PRESSURE,WIND_SPEED,wd,aqi
2020-01-01 00:00:00,0,1,62.4507122951685,74.02480635954595,13.10752634756389,42.56576783541072,894.6572495333638,41.91747057493964,18.05828409731878,59.14097783411165,1008.281424516986,0.7291489371268156,NE,154
2020-01-01 01:00:00,1,1,58.62005447468769,81.97274632070611,16.680708382408373,48.22865615640127,967.0750033909652,42.73092190720965,23.42323351021459,61.06849096729884,1023.127024710156,2.867471451574083,SE,152
2020-01-01 02:00:00,2,1,75.71532807151038,63.0871365473997,16.813094694774286,53.44294878587582,802.6960308389017,37.57689867165271,27.23891478112224,43.455172712828634,1011.0181315269768,1.3165459639697874,W,161
2020-01-01 03:00:00,3,1,93.40179703222444,99.23271994512734,21.718994990561814,65.91369396534505,1174.2620821443086,49.3389112133171,31.52007454463955,33.306654776169864,1013.9056926471764,3.7701890410473378,N,170
2020-01-01 04:00:00,4,1,70.5402582624076,125.73541996132138,28.201660322286855,51.76987402173869,812.771848133541,61.65362372813922,35.73274101766502,22.01224374757701,1020.1739060663772,5.672280126656828,S,158
2020-01-01 05:00:00,5,1,72.7383138241218,88.89090988600336,19.019899667801827,52.53682462756102,1012.9186575233268,50.852015145274855,35.741666093005975,29.55633191408571,1012.4103659315106,6.981688561270399,NW,159
2020-01-01 06:00:00,6,1,100.68819223261087,136.46965302101185,28.104102488842067,73.96619742142975,755.1824374204384,62.295352604605476,30.462025604657544,32.03126327650555,994.8215214167014,0.6027409384069256,W,174
2020-01-01 07:00:00,7,1,87.76188911565313,124.13104868922602,18.966750091773413,56.37384712387463,1455.4808260679554,36.64188215639071,32.54412147639373,20.0,1023.4058750455355,2.9183210769615964,W,167
2020-01-01 08:00:00,8,1,67.01044309423338,96.39417188546574,17.977631602492874,46.61169357083547,1064.4784844598057,39.75891819536626,32.889380803952086,41.89422120937911,1025.5492882991505,1.1529012753381578,NW,156
2020-01-01 09:00:00,9,1,78.69474983989353,103.00393103239914,25.25987784754728,51.59377992788455,1491.7220447548234,34.70303436479333,30.284446438525976,31.618724413182456,994.6888390839956,1.1108551885433258,S,162
