datetime,hour,day,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,HUMIDITY,PRESSURE,WIND_SPEED,wd,aqi
2020-01-01 00:00:00,0,1,72.45071229516849,89.02480635954593,16.10752634756389,50.56576783541071,1044.6572495333637,48.91747057493964,20.05828409731878,59.14097783411165,1008.281424516986,0.7291489371268156,NE,159
2020-01-01 01:00:00,1,1,69.65533065509776,98.52566059132121,19.991291236531396,57.056877100729324,1132.6041460971162,50.4556152334967,25.42323351021459,61.06849096729884,1023.127024710156,2.867471451574083,SE,158
2020-01-01 02:00:00,2,1,87.71532807151038,81.0871365473997,20.413094694774284,63.04294878587582,982.6960308389017,45.976898671652705,29.23891478112224,43.455172712828634,1011.0181315269768,1.3165459639697874,W,167
2020-01-01 03:00:00,3,1,106.23022415697062,118.47536063224662,25.56752312798567,76.17643566514201,1366.6884890155013,58.318810200639426,33.52007454463955,33.306654776169864,1013.9056926471764,3.7701890410473378,N,177
2020-01-01 04:00:00,4,1,84.00435987754535,145.93157238402802,32.24089080682818,62.54115531384889,1014.7333723606073,71.07849485873565,37.73274101766502,22.01224374757701,1020.1739060663772,5.672280126656828,S,165
2020-01-01 05:00:00,5,1,86.60201712927807,109.68646484373775,23.179010659348705,63.62778727168603,1220.874207100671,60.556607458884244,37.741666093005975,29.55633191408571,1012.4103659315106,6.981688561270399,NW,167
2020-01-01 06:00:00,6,1,114.68819223261087,157.46965302101185,32.30410248884207,85.16619742142976,965.1824374204384,72.09535260460547,32.46202560465754,32.03126327650555,994.8215214167014,0.6027409384069256,W,181
2020-01-01 07:00:00,7,1,101.6255924208094,144.92660364696042,23.12586108332029,67.46480976799964,1663.4363756452994,46.346474470000096,34.54412147639373,20.0,1023.4058750455355,2.9183210769615964,W,174
2020-01-01 08:00:00,8,1,80.47454470937113,116.59032430817236,22.016862087034202,57.38297486294566,1266.440008686872,49.183789325962685,34.889380803952086,41.89422120937911,1025.5492882991505,1.1529012753381578,NW,163
2020-01-01 09:00:00,9,1,91.52317696463972,122.24657171951841,29.108405984971135,61.8565216276815,1684.1484516260161,43.68293335211566,32.284446438525976,31.618724413182456,994.6888390839956,1.1108551885433258,S,169
2020-01-01 10:00:00,10,1,71.04873460781306,148.96643615282068,28.00968189003808,59.09947264756,1330.589985303899,43.29737256415187,30.192114322395117,48.61415841101201,1002.5670879433846,4.053400888217863,SW,159
2020-01-01 11:00:00,11,1,64.74334886911168,122.26489902911563,25.775838235612934,72.93306341539008,1165.559070260188,75.9541275549877,23.419960477062393,44.71441947743975,1033.238796174855,0.31487291840104964,NW,155
